1000
69,539,930
41,407,906
261,43,479
738,961,682
295,393,626
37,616,341
8,874,875
206,439,78
814,666,256
105,930,906
622,487,823
458,637,91
802,754,777
468,388,666
503,96,937
642,385,754
223,761,145
584,674,203
865,599,914
171,1,554
440,256,944
110,498,609
626,175,734
40,59,152
760,365,581
548,880,738
317,507,845
73,953,123
248,168,696
339,930,418
229,176,357
404,444,685
927,682,74
3,743,942
368,132,191
559,966,99
498,590,32
301,702,829
510,176,77
863,126,811
150,976,345
754,864,344
68,77,335
227,262,684
914,735,95
981,925,346
381,274,557
535,316,675
875,757,527
901,775,572
484,35,70
842,133,256
543,831,457
546,964,476
322,615,549
292,595,620
302,160,995
780,979,734
581,639,194
298,67,593
278,709,406
219,115,482
194,151,78
154,496,480
611,851,620
139,710,327
239,342,789
857,993,894
977,47,376
105,858,19
276,138,118
431,14,839
300,510,105
475,132,588
241,365,463
641,217,90
895,983,579
816,614,582
808,267,738
412,768,89
778,906,926
630,417,820
623,669,885
785,276,255
655,392,934
616,55,912
46,38,667
647,675,733
43,495,606
973,365,475
988,178,170
899,211,234
142,336,684
42,275,760
60,188,444
68,262,664
493,670,323
769,519,21
673,701,908
743,12,814
53,469,310
229,395,673
791,296,595
501,989,377
176,82,102
569,953,862
876,284,914
271,223,34
997,436,624
393,388,684
96,869,530
345,197,333
47,680,82
716,161,848
121,946,994
439,954,463
353,524,144
185,206,85
792,532,77
421,564,936
35,362,603
299,739,149
683,21,299
433,805,553
310,106,150
898,496,659
923,136,843
308,175,834
972,402,123
151,783,520
839,565,53
225,433,393
770,659,11
720,486,42
778,897,838
651,590,525
707,59,185
731,203,230
72,546,745
596,770,458
58,361,678
511,825,109
373,878,50
256,525,466
957,998,959
976,367,191
592,786,64
44,136,193
612,572,451
816,456,538
418,437,890
969,18,154
695,450,81
464,773,60
804,857,154
214,740,528
92,712,400
76,821,954
2,448,703
637,201,897
147,252,804
480,680,338
584,409,991
768,314,647
588,307,49
263,961,307
494,408,778
671,47,247
704,166,692
827,873,752
496,642,941
833,883,625
869,248,206
382,309,412
764,530,981
723,285,292
136,364,458
7,434,308
878,808,437
908,746,843
526,60,577
254,601,248
43,804,328
403,256,38
390,28,292
209,691,440
462,931,589
311,617,675
975,900,795
759,511,500
630,466,352
679,241,260
518,802,784
865,379,202
444,137,888
109,399,238
805,98,227
624,614,407
288,737,814
929,846,110
957,72,94
792,166,962
767,612,844
671,758,835
938,215,980
166,449,129
749,926,825
270,121,421
514,376,951
209,208,595
913,997,277
837,361,369
446,356,714
404,54,377
980,521,95
965,166,565
839,570,549
205,21,842
243,263,474
393,28,410
599,137,191
44,250,727
950,811,472
406,151,386
994,258,57
631,564,461
467,178,998
652,857,820
308,898,964
827,353,125
997,463,299
40,703,514
531,749,595
601,828,272
990,433,294
132,929,888
995,22,658
38,261,317
129,760,378
862,883,614
719,23,755
38,441,477
73,711,502
586,422,156
158,486,570
258,30,222
855,410,547
353,217,388
830,458,21
943,78,880
36,292,133
870,234,354
163,16,546
640,367,461
382,130,171
969,486,381
632,319,655
327,701,871
973,965,498
403,442,155
43,464,351
284,687,575
265,421,56
567,258,900
503,239,919
983,895,294
677,341,52
207,200,654
329,279,0
523,625,643
857,226,572
374,360,612
791,211,690
540,853,581
757,848,58
784,905,780
183,195,757
163,166,326
146,416,14
391,763,619
360,815,838
475,760,759
153,986,206
315,732,51
377,505,774
995,799,565
811,258,468
332,596,77
443,696,932
16,612,209
514,633,115
937,861,384
876,544,590
145,333,432
601,328,723
477,243,662
215,516,136
133,766,305
157,479,849
82,9,860
73,247,935
52,288,884
368,542,998
68,757,447
749,904,366
26,713,279
570,881,857
138,84,660
931,913,576
150,17,416
340,227,509
103,38,995
238,121,56
822,886,970
673,712,990
918,63,579
577,536,157
555,944,856
489,441,165
670,495,722
649,464,128
393,508,292
305,994,505
687,441,821
117,330,250
312,592,798
65,946,903
168,852,210
629,995,489
764,568,648
391,183,745
816,2,705
314,90,20
289,424,652
543,462,53
501,510,374
553,692,612
828,87,554
866,1,803
479,530,131
86,690,885
703,702,319
686,596,982
259,764,170
458,483,330
518,510,994
53,972,663
76,828,475
150,321,514
625,218,731
570,27,456
282,680,97
117,515,943
609,997,86
161,83,933
700,53,586
421,566,11
632,131,277
116,655,360
51,697,949
566,378,703
76,174,425
465,473,786
987,254,420
773,403,173
542,990,588
540,801,999
279,872,238
772,646,7
799,311,671
695,250,995
63,165,520
765,41,858
818,431,7
453,517,514
990,815,110
0,753,267
515,333,623
875,606,760
439,49,159
895,478,825
312,970,871
651,226,792
808,371,906
873,781,359
22,534,225
434,129,44
177,286,922
27,983,609
13,419,682
45,245,247
403,346,775
372,4,870
937,122,240
629,466,453
934,635,758
840,977,235
688,647,517
416,942,89
338,850,987
270,286,552
520,948,538
607,734,861
711,357,781
437,25,830
585,693,252
920,564,950
750,63,848
755,656,672
348,66,227
651,344,321
408,633,340
474,903,454
587,481,463
530,22,998
602,468,378
226,670,199
862,973,84
429,120,971
509,954,148
435,951,685
471,617,69
849,150,895
464,883,135
514,379,3
69,656,999
292,889,955
509,420,478
929,193,790
181,36,69
977,213,237
33,833,865
27,16,506
922,830,410
943,927,590
904,141,727
115,911,527
263,476,971
373,706,332
868,75,854
555,714,462
160,968,927
29,917,292
838,155,852
641,669,888
864,39,735
874,704,446
41,338,147
750,874,807
628,8,618
464,328,986
756,562,477
715,975,347
949,319,329
337,299,886
680,582,44
501,999,755
365,849,673
543,360,16
640,804,678
173,65,419
635,867,243
555,908,544
616,343,501
724,102,583
977,23,411
153,861,783
678,269,739
666,512,584
797,964,538
403,462,758
593,958,369
298,10,774
78,137,841
648,866,626
453,656,402
351,635,893
354,962,288
391,771,642
766,740,594
153,173,469
826,987,241
186,663,674
983,791,379
681,907,805
875,690,478
52,578,219
443,415,807
744,801,401
827,441,477
592,538,679
220,814,171
196,850,75
414,662,730
854,93,7
287,362,937
423,433,746
945,473,22
53,596,69
830,937,453
