1000
284,56,427
967,581,214
168,269,775
238,960,702
74,646,530
113,949,574
444,491,506
796,947,944
621,15,449
685,134,527
822,473,569
568,317,810
176,322,174
882,571,606
935,902,883
718,70,8
112,786,753
349,371,232
554,313,752
652,358,118
861,463,22
149,454,213
202,482,211
278,250,31
372,39,306
597,907,277
547,929,877
693,25,560
884,946,720
803,841,533
207,796,830
188,821,874
441,192,329
898,876,145
877,367,11
297,438,275
806,500,64
722,711,201
984,225,182
668,29,500
22,812,870
301,32,573
323,479,355
791,313,77
4,916,136
679,270,687
331,672,104
125,817,301
101,807,958
664,445,401
857,818,981
863,499,236
634,549,320
713,556,711
423,681,684
508,904,589
900,717,719
627,618,759
105,657,393
566,792,585
139,39,190
823,600,554
247,702,25
41,928,875
397,666,121
817,127,12
290,499,890
998,418,188
137,440,578
122,873,310
9,500,243
688,808,855
776,242,33
122,151,462
710,927,221
843,74,779
187,336,801
990,398,926
968,346,443
749,886,98
110,219,400
274,558,7
121,961,225
815,774,923
592,567,541
858,883,39
819,686,209
953,317,478
445,270,755
5,342,744
752,480,994
784,666,709
789,362,237
768,426,965
917,306,378
602,657,763
442,460,742
109,666,115
5,184,981
108,362,371
322,307,157
121,912,726
245,795,622
348,83,403
13,92,377
79,750,263
956,541,561
690,651,385
810,304,908
759,65,72
740,882,730
59,428,895
951,889,65
748,495,4
618,171,257
963,727,287
370,469,823
123,620,937
512,46,48
199,354,196
125,371,330
77,896,998
298,778,805
352,704,754
722,135,652
694,846,941
179,762,746
487,279,429
803,62,747
179,692,619
406,599,365
640,672,778
183,258,667
436,484,85
313,956,864
875,925,313
911,456,814
920,925,317
360,578,439
876,774,43
956,716,562
206,412,34
260,513,302
109,618,55
285,866,780
695,350,504
431,731,304
728,67,821
423,317,757
343,598,664
805,932,205
418,704,656
228,583,650
195,870,218
675,423,7
439,149,996
351,520,993
906,130,743
452,462,409
86,707,862
923,980,889
291,445,122
304,514,254
784,812,47
219,148,319
267,415,927
294,313,901
953,89,199
522,474,550
337,143,591
127,595,730
680,201,76
81,632,865
38,820,456
745,781,456
118,750,832
957,489,834
512,269,933
926,771,669
359,237,232
657,552,2
531,342,209
594,373,904
358,630,201
796,834,324
22,774,3
900,716,732
238,301,113
583,508,769
224,97,17
167,281,693
66,25,648
683,133,388
261,343,753
526,960,495
919,412,988
8,592,694
953,699,395
562,781,698
708,508,502
195,232,503
266,884,491
482,618,120
932,413,923
962,6,367
780,828,77
216,413,448
95,564,344
153,704,486
61,323,870
493,32,995
165,895,169
192,573,393
768,550,32
307,16,205
989,304,399
704,889,892
727,899,891
212,44,430
94,865,373
388,197,602
120,199,838
718,975,589
827,895,288
743,90,56
281,397,444
525,854,687
246,402,481
986,538,622
391,881,586
580,245,670
579,569,601
457,852,550
720,996,171
885,687,933
533,792,406
986,427,204
750,897,701
620,26,718
30,324,991
85,460,21
806,665,664
560,728,898
360,900,799
463,796,902
500,660,344
832,146,43
2,704,776
164,66,690
435,297,294
903,51,313
659,758,527
707,167,996
323,905,295
197,510,606
308,270,250
858,96,977
683,8,182
24,483,432
261,631,686
175,953,767
960,247,458
457,204,341
446,629,168
145,839,15
865,291,97
483,654,196
239,51,240
690,121,502
300,411,413
194,82,365
327,156,127
944,369,51
203,949,313
870,654,847
150,557,631
571,974,843
80,672,638
699,947,510
557,762,803
482,204,966
934,4,687
406,57,52
303,157,947
617,104,359
676,331,335
388,642,865
49,347,256
451,356,430
956,999,505
919,239,848
469,733,484
155,762,461
690,275,984
748,657,260
999,793,777
785,671,411
345,397,859
827,228,957
693,909,802
548,199,22
296,939,48
79,84,874
493,635,981
91,610,69
337,991,584
4,543,295
82,107,600
882,751,336
569,212,469
503,20,401
284,762,123
65,881,246
620,515,39
629,734,717
760,808,19
747,672,278
251,121,861
8,739,455
507,784,834
431,564,74
8,904,256
417,598,321
355,242,191
293,30,788
684,323,558
511,246,161
369,934,764
229,643,432
861,860,232
830,271,857
701,24,143
5,160,56
853,735,910
192,35,89
72,616,830
499,86,258
819,679,392
151,674,64
632,467,386
883,474,16
779,858,483
587,144,995
529,983,42
679,881,951
705,514,505
541,21,974
42,575,777
936,637,38
701,584,68
199,859,35
612,156,113
261,681,375
683,510,575
445,359,515
598,956,499
216,404,923
786,576,650
606,644,381
994,965,335
533,960,192
998,492,483
974,344,950
767,170,256
774,633,577
316,504,737
335,133,441
834,321,416
452,827,535
916,141,418
132,734,975
49,225,998
273,259,992
570,702,701
971,293,101
857,603,254
954,915,261
667,842,360
4,300,531
589,247,797
150,243,400
871,68,41
268,82,678
582,666,867
279,969,283
522,638,153
287,123,629
542,560,688
537,796,713
507,243,712
255,193,518
751,363,923
92,76,718
304,973,940
775,503,769
869,666,586
364,383,635
494,399,918
568,730,423
211,675,618
