1000
237,980,612
823,724,190
390,446,68
169,953,197
36,934,269
760,607,918
51,712,804
887,817,346
473,820,79
350,483,912
413,541,298
891,118,485
551,340,750
357,976,536
69,852,77
618,842,283
965,561,499
291,76,510
859,727,919
536,15,340
538,756,993
874,151,57
989,81,275
392,817,907
714,710,722
822,986,120
833,869,108
789,372,492
182,446,178
625,893,65
237,858,856
471,691,674
715,158,220
935,65,546
796,799,528
318,552,188
794,185,903
800,19,657
122,400,759
946,303,774
513,140,978
321,48,168
740,715,882
878,840,453
731,773,134
394,210,537
704,586,845
540,154,768
253,897,881
955,393,529
603,410,955
877,23,128
255,592,814
693,536,567
10,978,148
125,529,714
931,67,739
375,43,512
946,205,589
197,177,433
671,920,915
909,906,363
247,452,14
375,473,169
822,135,374
900,936,295
179,710,327
341,791,56
337,909,961
856,921,731
917,175,477
232,428,676
282,496,398
289,370,527
855,779,671
212,653,10
385,424,293
774,828,997
984,943,459
131,526,608
406,936,600
574,550,400
808,280,176
79,139,749
241,185,614
676,564,550
499,108,633
165,841,501
245,587,88
78,917,552
175,557,857
540,803,300
282,869,580
844,72,157
327,600,33
612,121,234
558,674,588
857,89,988
562,702,598
547,435,402
232,136,471
343,392,842
892,788,772
526,760,683
301,611,557
62,505,442
896,0,554
788,974,893
115,742,216
665,205,414
74,176,426
311,69,717
327,238,6
963,127,886
731,188,747
998,939,851
879,177,310
890,819,925
684,179,951
465,93,671
10,287,190
646,765,90
38,373,320
2,273,226
10,523,375
969,812,640
143,475,209
936,520,639
755,355,569
610,889,442
763,755,169
547,758,965
745,445,424
17,771,311
290,684,451
761,453,239
614,968,679
774,995,450
667,508,919
234,399,875
703,517,85
717,881,821
457,360,333
928,71,696
464,526,842
630,888,603
236,451,454
110,437,716
42,308,314
226,296,511
218,557,325
648,460,387
475,199,832
553,455,544
685,374,464
721,877,278
477,916,381
192,519,733
469,444,582
460,140,194
817,77,936
493,770,721
335,138,735
698,705,427
736,869,155
752,262,458
730,741,638
869,64,310
841,133,29
563,632,956
884,936,132
172,180,380
316,609,961
647,492,980
833,949,489
429,117,351
170,817,596
264,862,615
361,313,505
579,859,691
611,949,536
798,627,37
395,632,927
479,393,908
451,315,824
334,956,317
774,830,968
675,256,705
757,227,872
999,108,899
721,248,203
940,777,897
698,818,190
484,934,354
750,495,278
800,293,469
793,64,961
564,797,236
47,266,356
880,610,346
466,323,187
502,473,275
676,323,270
718,936,352
957,922,718
76,928,824
279,577,815
768,465,471
309,802,87
477,663,289
122,651,573
576,676,864
231,891,629
589,568,400
618,436,86
595,303,174
235,781,899
142,979,457
590,84,56
812,750,424
459,391,875
916,807,216
736,430,645
317,554,330
136,644,930
578,305,818
838,179,738
39,268,71
628,718,977
878,142,111
390,232,350
279,882,487
390,224,582
775,105,916
331,256,110
244,626,370
169,630,237
614,767,155
650,117,981
568,668,846
115,484,310
796,74,391
583,940,96
849,885,997
338,386,493
348,735,170
117,506,734
475,501,643
779,340,877
549,865,571
427,321,112
430,990,765
46,940,979
220,206,695
803,15,774
504,175,311
139,960,321
395,729,257
471,839,934
178,8,69
713,217,303
55,256,196
562,769,166
599,4,28
722,62,271
105,157,126
299,273,354
386,762,12
985,652,835
191,936,584
238,978,798
539,452,541
302,50,528
904,868,439
161,460,818
541,536,702
412,431,20
739,581,346
916,4,112
671,380,373
110,31,61
603,725,989
203,592,532
812,739,462
420,110,400
893,552,848
943,437,757
423,417,784
717,24,812
53,428,462
501,250,736
6,682,957
167,555,372
161,897,631
614,911,479
277,248,123
825,922,970
438,70,670
439,509,121
293,881,475
129,378,953
647,637,732
676,664,858
139,835,421
421,14,619
131,891,305
189,756,587
260,517,867
500,311,92
739,636,365
51,80,723
279,855,357
3,128,899
126,830,175
341,87,836
106,985,890
744,191,292
839,293,511
439,720,332
293,884,975
863,697,102
278,702,98
948,406,484
33,653,941
903,502,580
994,486,214
686,580,668
753,95,617
316,334,865
106,878,519
590,673,144
259,438,473
645,97,564
514,665,92
574,422,486
505,918,468
590,660,194
387,61,730
350,403,400
579,342,974
381,836,284
987,360,41
488,529,670
49,111,902
337,886,274
252,393,890
657,28,456
285,563,522
122,307,340
878,909,616
903,319,172
4,781,790
455,363,778
882,173,433
847,658,429
132,244,10
11,158,351
209,285,100
830,644,818
542,927,109
5,486,806
617,925,963
783,405,897
883,182,734
960,20,352
81,596,516
59,560,520
441,60,744
327,780,191
571,84,637
699,710,707
621,861,553
109,117,164
11,662,599
457,409,458
226,507,89
240,719,338
750,617,900
587,200,388
359,867,924
350,408,767
799,977,872
723,385,740
277,425,415
643,700,850
527,769,866
248,804,221
87,657,399
885,293,556
380,858,706
341,928,219
670,148,209
67,801,435
556,375,851
395,73,299
664,950,430
982,159,584
384,828,533
724,542,420
791,737,961
992,244,839
463,407,862
407,945,103
217,223,561
363,290,176
359,560,606
801,859,734
984,856,105
988,705,795
913,696,46
616,394,435
929,59,364
923,929,541
888,933,958
541,61,338
776,349,87
981,876,253
885,17,384
255,699,740
394,344,688
692,507,228
47,1,470
155,978,508
451,122,762
213,931,361
244,966,170
419,280,143
910,571,78
239,323,578
927,944,193
980,475,265
992,228,604
702,803,967
960,315,23
680,331,750
397,723,445
948,197,519
191,309,326
290,942,534
685,247,425
249,414,618
