1000
997,559,460
492,195,995
157,594,579
943,673,337
509,187,645
284,619,956
112,375,132
33,94,668
249,270,575
2,523,437
751,259,230
557,538,279
211,764,418
79,573,223
668,749,947
868,899,294
671,515,608
728,433,448
168,926,383
694,241,106
676,33,123
308,737,240
957,927,270
200,31,165
183,287,632
257,162,852
47,464,566
758,327,118
693,627,400
443,245,891
932,514,965
784,119,438
45,127,249
796,852,145
411,429,951
559,259,912
179,914,55
428,735,400
548,294,894
472,421,122
926,181,132
407,269,469
986,398,818
634,189,230
434,795,449
659,424,462
406,191,798
266,818,65
560,462,952
314,158,110
77,101,491
699,307,620
541,573,296
117,795,700
435,21,84
243,302,717
398,859,40
258,505,908
271,177,930
522,895,628
958,44,849
246,843,458
479,531,334
257,682,3
967,668,415
111,298,259
441,656,418
742,442,494
617,222,740
420,48,220
912,411,585
573,523,885
853,668,49
213,583,587
818,499,17
415,465,555
92,333,945
77,523,181
656,261,694
824,554,472
499,16,485
148,866,446
104,800,728
302,877,824
632,5,651
880,4,732
214,726,345
954,41,754
243,508,186
925,182,661
897,467,549
190,54,467
128,778,992
468,635,917
602,256,510
51,880,306
296,954,229
774,385,150
902,488,848
769,952,127
328,362,918
668,713,100
280,216,414
208,393,546
569,716,221
28,464,339
691,126,755
838,893,334
836,276,689
227,844,407
484,302,322
834,84,397
561,686,556
806,948,312
996,614,481
872,914,434
734,782,735
428,173,696
550,483,704
44,845,430
717,212,379
450,710,109
789,209,776
227,772,784
854,264,886
163,647,87
116,935,581
60,363,839
955,773,890
952,719,815
640,679,936
507,994,158
39,450,210
318,469,341
328,675,117
745,715,832
289,419,846
810,567,350
103,582,53
878,586,576
928,134,965
545,196,597
401,867,768
691,413,277
732,246,392
57,804,107
122,901,448
340,279,47
84,297,398
771,154,261
183,12,531
513,373,702
916,456,585
397,415,842
707,903,451
261,421,901
525,783,400
29,107,60
573,487,128
235,580,970
109,746,237
688,979,469
377,289,986
670,898,715
963,932,258
453,367,559
915,147,153
948,418,242
564,94,946
227,333,666
105,986,625
112,698,18
307,813,991
529,765,633
752,954,516
113,935,53
382,177,435
544,785,431
783,174,51
73,995,257
246,979,38
931,190,717
553,855,732
181,525,588
326,986,576
687,197,7
425,372,122
270,865,727
965,872,270
553,606,821
279,361,856
425,776,516
267,384,709
201,487,824
631,695,955
310,14,446
303,587,550
743,610,922
556,142,140
479,946,199
663,139,261
371,344,37
603,724,529
137,165,917
642,592,499
898,70,373
490,712,605
54,376,995
349,923,693
390,990,764
742,101,0
775,11,250
632,89,14
518,538,252
174,818,471
871,690,358
805,325,831
532,534,97
713,526,18
795,439,374
973,395,396
508,122,570
645,476,471
229,573,630
402,556,423
27,620,902
860,738,573
860,498,7
76,726,176
447,786,335
815,565,600
980,916,408
275,667,71
91,299,519
416,252,591
524,591,265
655,135,617
146,639,481
65,666,177
47,57,139
959,730,896
706,753,135
601,712,982
793,216,966
34,765,537
218,191,742
797,226,436
329,950,136
424,657,412
734,596,872
504,312,744
314,395,526
343,400,34
618,607,334
424,838,548
745,594,692
277,294,804
916,406,97
845,706,692
522,755,777
0,571,946
316,245,580
492,709,225
409,319,236
175,661,99
582,393,698
956,99,546
402,482,250
120,701,146
546,994,828
912,611,317
181,770,698
721,447,923
107,356,310
569,460,437
706,600,742
770,49,11
314,198,309
514,887,41
93,671,537
359,141,821
453,329,762
250,17,94
771,307,209
208,434,648
93,189,783
391,309,756
394,712,92
64,422,354
321,567,211
576,494,242
296,316,326
526,4,720
898,700,106
734,854,430
212,158,213
837,669,430
749,779,730
381,755,986
697,433,228
322,521,969
165,708,92
144,709,202
80,4,343
296,718,594
197,756,346
681,800,219
925,819,282
335,936,763
126,448,277
623,47,692
815,777,479
881,245,237
443,802,759
91,292,312
848,664,926
168,226,263
606,667,474
700,409,968
506,322,714
456,378,937
830,609,251
855,41,633
590,232,884
525,755,61
432,359,224
436,727,308
602,161,277
330,423,397
692,494,530
800,150,664
430,494,328
589,648,353
883,528,238
308,169,340
265,257,984
826,706,2
138,498,824
726,735,142
815,781,469
924,12,867
760,464,723
334,18,30
333,455,14
726,865,558
231,196,749
