1000
322,648,678
926,413,2
58,367,893
483,973,996
770,758,345
520,463,581
736,192,450
676,222,609
21,860,5
317,109,63
866,879,583
127,866,369
924,881,775
411,880,990
280,12,607
541,392,433
751,108,409
244,152,340
426,541,135
705,644,16
855,102,700
206,802,529
788,780,355
806,612,172
225,680,121
203,744,277
522,611,223
971,275,540
983,215,679
147,296,775
149,405,167
133,490,121
764,498,314
923,404,994
231,692,129
138,610,506
322,596,520
659,296,585
898,742,469
15,154,95
545,587,172
127,145,654
110,184,404
575,489,638
418,685,824
837,811,751
422,384,344
965,65,993
219,136,994
813,673,687
979,679,525
487,303,233
550,356,155
224,986,261
289,608,978
862,776,214
493,69,357
898,80,716
195,71,875
268,801,405
406,741,521
362,96,640
259,879,819
782,43,199
526,327,627
366,734,214
573,340,641
438,162,40
707,325,40
874,834,15
718,499,676
850,925,572
202,286,332
281,343,225
358,296,473
370,605,562
485,355,963
65,453,863
595,298,206
942,790,639
655,989,178
291,407,683
898,743,983
231,77,912
981,884,452
295,633,624
21,472,514
285,373,234
602,138,745
491,507,166
920,836,437
814,784,331
388,4,748
614,138,595
257,951,833
266,292,169
348,22,124
765,172,113
561,612,220
212,598,837
887,76,666
407,619,807
681,906,486
5,665,767
545,812,33
987,261,842
560,945,920
501,617,511
706,16,535
49,141,812
851,280,611
508,744,240
35,916,195
687,104,902
262,426,116
873,410,966
160,946,3
806,288,565
916,448,350
456,710,901
389,319,986
70,831,585
328,905,213
905,706,607
885,773,360
497,920,827
925,393,477
932,27,454
959,96,650
492,648,652
320,700,918
886,585,580
732,491,270
633,931,785
780,4,675
651,22,864
543,526,593
781,980,575
550,708,178
407,416,500
48,286,81
68,599,812
892,387,924
507,577,550
11,503,551
8,727,864
842,933,704
620,97,352
283,726,97
369,362,560
791,283,726
476,97,894
462,163,640
596,91,279
132,154,380
873,347,179
164,624,479
427,115,808
232,989,114
214,153,319
770,919,577
869,674,992
29,743,184
645,110,415
883,357,670
53,364,762
574,390,679
870,444,426
602,335,596
429,835,0
758,883,435
963,312,17
30,716,498
535,830,725
452,979,67
966,999,940
245,524,841
974,502,360
136,665,465
734,534,724
212,582,358
